Url,Title
/comic/revival-all-powerful-son-in-law_20679916105672801,Revival: All Powerful Son-In-Law
/comic/reborn-as-a-playgirl_21290897006096401,Reborn as a playgirl
/comic/mr.-undead's-way-to-throne_20679958005673301,Mr. Undead's Way to Throne
/comic/the-misguided_21288984406083501,The Misguided
/comic/all-starts-with-ubume_21061894505079201,All starts with Ubume
/comic/the-super-book-of-death_23843672106939001,The Super Book of Death
/comic/married-to-my-love-rival_21288529206079201,Married To My Love Rival
/comic/the-strong-the-few-true-cultivators-on-campus_24007484405199301,"The Strong,The Few,True Cultivators on Campus"
/comic/mercy-killing_24861247005037301,Mercy killing
/comic/a-god's-ascension_13053265606548201,A God's Ascension
/comic/i'm-not-a-drag-queen!_15611072005152901,I'm Not a Drag Queen!
/comic/blue-and-white-association_21061902406309501,Blue and White Association
/comic/demon-in-love_17544770905420701,Demon In Love
/comic/into-u_22054536306253201,Into U
/comic/born-to-be-a-legend_20680411205678301,Born To Be A Legend
/comic/scavengers-at-doom_21095917606428601,Scavengers At Doom
/comic/an-abnormal-affection_13138746105823601,An Abnormal Affection
/comic/oh-no!-it-became-a-spirit!_21287925005832001,Oh No! It Became A Spirit!
/comic/romantic-cure-for-gynophobia-s1_21290343706094001,Romantic Cure for Gynophobia S1
/comic/slayerdramon-ant_17129637306709401,Slayerdramon Ant
/comic/lost-in-the-wrong-world_20680124206895701,Lost In The Wrong World
/comic/my-queer-love-story-s1_21289864706091701,My Queer Love Story S1
/comic/living-with-the-emperor-s1_21286114606060201,Living with The Emperor S1
/comic/under-the-same-roof_21292240605858301,Under the Same Roof
/comic/billionaire-player_18383380606609901,Billionaire Player 
/comic/the-unspeakable-touch_21287530206069001,The Unspeakable Touch
/comic/embarassed-to-be-kissed-by-the-president_13139013405825801,Embarassed To Be Kissed By The President
/comic/heavenly-music-familiar-spirits_21286431506062301,Heavenly Music Familiar Spirits
/comic/marry-the-uncle-of-my-ex_23809429306631801,Marry the Uncle of My EX
/comic/player-max_18400709106678401,Player Max
/comic/miracle-doctor-abandoned-girl_21287866206073301,"Miracle Doctor, Abandoned Girl"
/comic/the-three-realms-online-shop_23876328305963001,The Three Realms Online Shop
/comic/the-peerless-demon-emperor_18382208706604101,The Peerless Demon Emperor
/comic/i-own-infinite-legendary-blades_24811019106122201,I Own Infinite Legendary Blades
/comic/a%C2%A0toyboy's-temptation_21287549605828001,A Toyboy's Temptation
/comic/metal-goddess-soldier_14797200506728001,Metal Goddess Soldier
/comic/absolutely-vision_18789557605016401,Absolutely Vision
/comic/devil's-boy_21287317806066201,Devil's Boy
/comic/death-never-stop-heroes_12764997405133801,Death Never Stop Heroes
/comic/warlord-husband%EF%BC%9Ashenshen-is-gonna-be-the-winner_13138073806879501,Warlord Husband：Shenshen is Gonna be the Winner
/comic/the-outcast_13345397905499901,The Outcast
/comic/trading-with-immortals_20680514305679801,Trading with Immortals
/comic/spiritpact_21277640805796501,Spiritpact
/comic/super-villain-system_23964586006007801,Super Villain System
/comic/skyfire-avenue_17224607605940701,Skyfire Avenue
/comic/childe-jiang-would-you-marry-me_13138241306881501,"Childe Jiang, Would You Marry Me? "
/comic/bloodthirsty-husband-mistaken-bride-you're-not-getting-away!_13138027005819401,"Bloodthirsty Husband: Mistaken Bride, You're Not Getting Away!"
/comic/a-dragon-in-the-abyss_20680292106897301,A Dragon in the Abyss
/comic/billionaire-house-dad_21286795105821901,Billionaire House Dad
/comic/unequal-treaty-of-adoration_23964547705785201,Unequal Treaty of Adoration
/comic/counterattack-of-a-scheming-princess_24171185606754401,Counterattack of a scheming princess
/comic/second-chance-life-second-hand-love_21290451406094701,"Second-chance Life, Second-hand Love"
/comic/the-last-tomb-keeper_16585015405470301,The Last Tomb Keeper
/comic/strongest-cultivation-system_23964570405785401,Strongest Cultivation System
/comic/martial-inheritance_20689233005768801,Martial Inheritance
/comic/taming-the-polar-bear_21289276706085501,Taming The Polar Bear
/comic/foodie-with-a-scripture-for-primordial-chaos_18728481105750701,Foodie With A Scripture For Primordial Chaos 
/comic/you're-the-apple-of-my-eye_21287480105827001,You're the Apple of My Eye
/comic/love-against-all-odds_21291432506099101,Love Against All Odds
/comic/be-my-only-love_20327378306427301,Be My Only Love
/comic/onward-hell-officer!_21291475805854701,"Onward, Hell Officer!"
/comic/continent-of-stranded-dragon_24716486205581001,Continent of Stranded Dragon
/comic/master-of-x-ray-vision_17544703705420001,Master of X-RAY Vision
/comic/the-dreamlike-seal_21287971305832201,The Dreamlike Seal
/comic/lovesickness_21289724505847101,Lovesickness
/comic/my-catnip-meow!_21290733406096101,"MY CATNIP, MEOW!"
/comic/the-heir-is-here-quiet-down-school-prince!_11617480306443101,"The Heir is Here: Quiet Down, School Prince!"
/comic/an-urban-cultivation-frenzy_16706155605913301,An Urban Cultivation Frenzy
/comic/i-am-really-not-the-son-of-providence_23817565306697901,I Am Really Not The Son Of Providence 
/comic/my-foster-brother-my-perfect-hubby_17544757306523701,"My Foster Brother, My Perfect Hubby"
/comic/fiery-consort_13136951805815501,Fiery Consort
/comic/godly-figurines-descend_16765242606285501,Godly Figurines Descend
/comic/even-if-you're-ugly_21286301206061201,Even If You're Ugly
/comic/villainous-diva-empress!_18548532306249701,Villainous Diva Empress!
/comic/demon's-ears_20683909106941301,Demon's Ears
/comic/to-survive-999-calamities_23694803905343701,To Survive 999 Calamities
/comic/cheating-men-must-die_21086483105159601,Cheating Men Must Die
/comic/bossy-childe-train-my-naughty-wife_19005484506056101,Bossy Childe: Train My Naughty Wife 
/comic/the-king's-beloved-daughter_21287612206069601,The King's Beloved Daughter
/comic/war-in-the-kitchen_13345799405501601,War in the Kitchen
/comic/the-spanking-boss_13138710106883901,The Spanking Boss
/comic/a-fabulous-dream-with-my-master_21291510706099501,A Fabulous Dream with My Master
/comic/cute-wife-at-home-never-marry-a-crafty-husband_15610717906250301,Cute Wife at Home: Never Marry a Crafty Husband
/comic/male-servant-concentration-camp_20679445006888601,Male Servant Concentration Camp
/comic/my-super-hot-mom-is-an-assassin_17544671705419701,My Super Hot Mom Is An Assassin
/comic/human-body-cultivation_14710462506442501,Human Body Cultivation
/comic/the-brainy-goddess_21291603305855301,The Brainy Goddess
/comic/the-president's-lovely-darling_13139001305825501,The President's Lovely Darling
/comic/cupid's-chocolate_14796808606725901,Cupid's Chocolate
/comic/you-are-the-one-sweet-lover_13138175305820601,You Are the One: Sweet Lover
/comic/the-nine-star-technique_20680641706902001,The Nine-star Technique
