reviewId,cbid,ccid,guid,userId,nickName,avatar,segmentId,content,status,createTime,createTimestamp,updateTime,quoteReviewId,quoteContent,quoteGuid,quoteUserId,quoteNickName,type,likeCount,dislikeCount,userLike,userDislike,isSelf,essenceStatus,riseStatus,level,imagePre,imageDetail,rootReviewId,rootReviewReplyCount,ipAddress
227216931084632064,22155847000149602,109458285219794987,1326972802,227253420,墨痕余香,https://qidian.qpic.cn/qd_face/349573/3800976/100,20,这是个逗比(~_~;),1,2018-06-22 00:35:14,1529598914,2018-06-22 00:35:14,0,,0,0,,2,0,0,False,False,False,False,False,2,,,227216931084632064,0,黑龙江
