reviewId,cbid,ccid,guid,userId,nickName,avatar,segmentId,content,status,createTime,createTimestamp,updateTime,quoteReviewId,quoteContent,quoteGuid,quoteUserId,quoteNickName,type,likeCount,dislikeCount,userLike,userDislike,isSelf,essenceStatus,riseStatus,level,imagePre,imageDetail,rootReviewId,rootReviewReplyCount,ipAddress
262878089644736512,22155847000149602,7347137503019699,120002333056,302310878,我们是社会主义接班人	,https://qidian.gtimg.com/qd/images/ico/default_user.0.2.png,33,当初幻灵塔叶远元气四重都能在几名灵液境交锋还斩杀一个，现在灵液九重巅峰还不是灵液三重对手，这实力划分很无语啊！,1,2018-09-28 10:19:56,1538101196,2018-09-28 10:19:56,0,,0,0,,2,0,0,False,False,False,False,False,1,,,262878089644736512,1,江苏
262879257724846080,22155847000149602,7347137503019699,120002333056,302310878,我们是社会主义接班人	,https://qidian.gtimg.com/qd/images/ico/default_user.0.2.png,75,写的很无语，一个灵液二重一个元气九重和一个灵液三重打个平手？而且主角还被作者写的可以越阶杀人的都打成这样，作者是想说灵液三重多牛逼，还是这个苏一山多逆天？看得很无语，这么低级的对手战斗都这么墨迹费劲以后搞个屁，那打一架还不得写个几十几百章？,1,2018-09-28 10:24:35,1538101475,2018-09-28 10:24:35,0,,0,0,,2,1,0,False,False,False,False,False,1,,,262879257724846080,1,江苏
