reviewId,cbid,ccid,guid,userId,nickName,avatar,segmentId,content,status,createTime,createTimestamp,updateTime,quoteReviewId,quoteContent,quoteGuid,quoteUserId,quoteNickName,type,likeCount,dislikeCount,userLike,userDislike,isSelf,essenceStatus,riseStatus,level,imagePre,imageDetail,rootReviewId,rootReviewReplyCount,ipAddress
262870987144626176,22155847000149602,7113532349202564,120002333056,302310878,我们是社会主义接班人	,https://qidian.gtimg.com/qd/images/ico/default_user.0.2.png,61,本书经常出现闭目等死的字眼和情节，说实话很不理解，一个绝世强者还有大仇待报的人一遇到危险不想对策反而动不动就等死，这是什么狗屁情节！,1,2018-09-28 09:51:43,1538099503,2018-09-28 09:51:43,0,,0,0,,2,0,0,False,False,False,False,False,1,,,262870987144626176,2,江苏
